date,pool,threads,sz,ws,rw_ratio,ltc,ltc_d,ops,pattern,offset,mode
Apr 28 13:39:00,ram_l,14,32768,16384,50,221,0.89,60688,uniform,random,Mem100
Apr 28 13:39:12,ram_l,14,32768,16384,100,60,0.33,200112,uniform,random,Mem100
Apr 28 13:39:34,ram_l,18,32768,16384,0,393,76.85,45992,uniform,random,Mem100
Apr 28 13:39:55,ram_l,18,32768,16384,50,280,18.13,62096,uniform,random,Mem100
Apr 28 13:40:07,ram_l,18,32768,16384,100,61,3.65,248799,uniform,random,Mem100
Apr 28 13:40:29,ram_l,20,32768,16384,0,441,95.54,46111,uniform,random,Mem100
Apr 28 13:40:51,ram_l,20,32768,16384,50,311,24.10,62467,uniform,random,Mem100
Apr 28 13:41:03,ram_l,20,32768,16384,100,63,4.71,268656,uniform,random,Mem100
Apr 28 13:41:26,ram_l,22,32768,16384,0,487,101.04,46164,uniform,random,Mem100
Apr 28 13:41:48,ram_l,22,32768,16384,50,341,27.01,62799,uniform,random,Mem100
Apr 28 13:42:00,ram_l,22,32768,16384,100,65,6.18,288265,uniform,random,Mem100
Apr 28 13:42:24,ram_l,24,32768,16384,0,532,100.78,45957,uniform,random,Mem100
Apr 28 13:42:46,ram_l,24,32768,16384,50,370,20.95,63014,uniform,random,Mem100
Apr 28 13:42:59,ram_l,24,32768,16384,100,66,5.04,308211,uniform,random,Mem100
Apr 28 13:43:23,ram_l,26,32768,16384,0,573,93.72,45909,uniform,random,Mem100
Apr 28 13:43:46,ram_l,26,32768,16384,50,402,27.78,63028,uniform,random,Mem100
Apr 28 13:43:58,ram_l,26,32768,16384,100,67,4.38,328007,uniform,random,Mem100
Apr 28 13:44:24,ram_l,28,32768,16384,0,611,79.99,45992,uniform,random,Mem100
Apr 28 13:44:47,ram_l,28,32768,16384,50,433,25.62,63104,uniform,random,Mem100
Apr 28 13:45:00,ram_l,28,32768,16384,100,68,4.10,347885,uniform,random,Mem100
Apr 28 13:45:26,ram_l,32,32768,16384,0,689,1.35,45575,uniform,random,Mem100
Apr 28 13:45:51,ram_l,32,32768,16384,50,497,1.29,62880,uniform,random,Mem100
Apr 28 13:46:03,ram_l,32,32768,16384,100,69,2.67,387392,uniform,random,Mem100
Apr 28 13:46:31,ram_l,34,32768,16384,0,744,122.96,45725,uniform,random,Mem100
Apr 28 13:46:56,ram_l,34,32768,16384,50,526,48.92,63466,uniform,random,Mem100
Apr 28 13:47:09,ram_l,34,32768,16384,100,73,5.52,387414,uniform,random,Mem100
Apr 28 13:47:52,ram_l,6,65536,32768,0,261,0.11,22293,uniform,random,Mem100
Apr 28 13:48:36,ram_l,6,65536,32768,50,223,1.13,25971,uniform,random,Mem100
Apr 28 13:48:49,ram_l,6,65536,32768,100,50,0.32,103615,uniform,random,Mem100
Apr 28 13:49:45,ram_l,10,65536,32768,0,461,0.39,21281,uniform,random,Mem100
Apr 28 13:50:41,ram_l,10,65536,32768,50,352,0.98,27640,uniform,random,Mem100
Apr 28 13:50:55,ram_l,10,65536,32768,100,56,0.36,152355,uniform,random,Mem100
Apr 28 13:51:55,ram_l,12,65536,32768,0,580,1.89,20334,uniform,random,Mem100
Apr 28 13:52:54,ram_l,12,65536,32768,50,419,1.15,27991,uniform,random,Mem100
Apr 28 13:53:08,ram_l,12,65536,32768,100,56,0.33,182836,uniform,random,Mem100
Apr 28 13:54:13,ram_l,14,65536,32768,0,716,1.95,19293,uniform,random,Mem100
Apr 28 13:55:14,ram_l,14,65536,32768,50,489,1.21,28057,uniform,random,Mem100
Apr 28 13:55:28,ram_l,14,65536,32768,100,61,0.39,195416,uniform,random,Mem100
Apr 28 13:56:41,ram_l,18,65536,32768,0,1017,219.72,18174,uniform,random,Mem100
Apr 28 13:57:48,ram_l,18,65536,32768,50,626,35.42,28359,uniform,random,Mem100
Apr 28 13:58:02,ram_l,18,65536,32768,100,63,4.66,243027,uniform,random,Mem100
Apr 28 13:59:19,ram_l,20,65536,32768,0,1161,275.22,17972,uniform,random,Mem100
Apr 28 14:00:29,ram_l,20,65536,32768,50,698,45.47,28307,uniform,random,Mem100
Apr 28 14:00:43,ram_l,20,65536,32768,100,64,5.96,263206,uniform,random,Mem100
Apr 28 14:02:03,ram_l,22,65536,32768,0,1294,296.94,17810,uniform,random,Mem100
Apr 28 14:03:17,ram_l,22,65536,32768,50,790,74.85,27690,uniform,random,Mem100
Apr 28 14:03:31,ram_l,22,65536,32768,100,65,5.94,283129,uniform,random,Mem100
Apr 28 14:04:56,ram_l,24,65536,32768,0,1419,295.75,17655,uniform,random,Mem100
Apr 28 14:06:13,ram_l,24,65536,32768,50,871,78.52,27422,uniform,random,Mem100
Apr 28 14:06:26,ram_l,24,65536,32768,100,66,5.60,302953,uniform,random,Mem100
Apr 28 14:07:56,ram_l,26,65536,32768,0,1535,276.12,17532,uniform,random,Mem100
Apr 28 14:09:15,ram_l,26,65536,32768,50,954,77.22,27105,uniform,random,Mem100
Apr 28 14:09:29,ram_l,26,65536,32768,100,67,5.72,322802,uniform,random,Mem100
Apr 28 14:11:03,ram_l,28,65536,32768,0,1645,238.22,17402,uniform,random,Mem100
Apr 28 14:12:26,ram_l,28,65536,32768,50,1044,69.45,26641,uniform,random,Mem100
Apr 28 14:12:40,ram_l,28,65536,32768,100,69,4.01,339252,uniform,random,Mem100
Apr 28 14:14:23,ram_l,32,65536,32768,0,1835,4.30,17328,uniform,random,Mem100
Apr 28 14:15:54,ram_l,32,65536,32768,50,1232,2.14,25712,uniform,random,Mem100
Apr 28 14:16:07,ram_l,32,65536,32768,100,64,16.90,382621,uniform,random,Mem100
Apr 28 14:17:54,ram_l,34,65536,32768,0,1966,124.93,17248,uniform,random,Mem100
Apr 28 14:19:28,ram_l,34,65536,32768,50,1311,97.88,25829,uniform,random,Mem100
Apr 28 14:19:42,ram_l,34,65536,32768,100,70,16.81,382570,uniform,random,Mem100
Apr 28 14:20:56,ram_l,6,98304,49152,0,408,0.96,14424,uniform,random,Mem100
Apr 28 14:22:31,ram_l,6,98304,49152,50,346,0.68,16923,uniform,random,Mem100
Apr 28 14:22:46,ram_l,6,98304,49152,100,50,0.29,102653,uniform,random,Mem100
Apr 28 14:25:02,ram_l,10,98304,49152,0,731,2.28,13512,uniform,random,Mem100
Apr 28 14:27:17,ram_l,10,98304,49152,50,559,1.14,17597,uniform,random,Mem100
Apr 28 14:27:32,ram_l,10,98304,49152,100,57,0.51,150050,uniform,random,Mem100
Apr 28 14:30:04,ram_l,12,98304,49152,0,972,0.92,12231,uniform,random,Mem100
Apr 28 14:32:30,ram_l,12,98304,49152,50,671,1.25,17635,uniform,random,Mem100
Apr 28 14:32:45,ram_l,12,98304,49152,100,57,0.48,179945,uniform,random,Mem100
Apr 28 14:35:27,ram_l,14,98304,49152,0,1144,2.68,12136,uniform,random,Mem100
Apr 28 14:38:02,ram_l,14,98304,49152,50,787,1.69,17541,uniform,random,Mem100
Apr 28 14:38:17,ram_l,14,98304,49152,100,63,0.47,192571,uniform,random,Mem100
Apr 28 14:41:21,ram_l,18,98304,49152,0,1669,431.46,11276,uniform,random,Mem100
Apr 28 14:44:12,ram_l,18,98304,49152,50,1021,75.85,17540,uniform,random,Mem100
Apr 28 14:44:28,ram_l,18,98304,49152,100,64,6.13,240031,uniform,random,Mem100
Apr 28 14:47:41,ram_l,20,98304,49152,0,1905,525.17,11196,uniform,random,Mem100
Apr 28 14:50:40,ram_l,20,98304,49152,50,1172,131.92,17110,uniform,random,Mem100
Apr 28 14:50:56,ram_l,20,98304,49152,100,64,8.70,259910,uniform,random,Mem100
Apr 28 14:54:18,ram_l,22,98304,49152,0,2057,466.88,11239,uniform,random,Mem100
Apr 28 14:57:26,ram_l,22,98304,49152,50,1308,149.12,16899,uniform,random,Mem100
Apr 28 14:57:42,ram_l,22,98304,49152,100,65,6.97,279578,uniform,random,Mem100
Apr 28 15:01:18,ram_l,24,98304,49152,0,2317,538.62,11018,uniform,random,Mem100
Apr 28 15:04:34,ram_l,24,98304,49152,50,1437,145.24,16741,uniform,random,Mem100
Apr 28 15:04:50,ram_l,24,98304,49152,100,65,8.52,296522,uniform,random,Mem100
Apr 28 15:08:36,ram_l,26,98304,49152,0,2498,495.09,10934,uniform,random,Mem100
Apr 28 15:12:00,ram_l,26,98304,49152,50,1588,149.70,16416,uniform,random,Mem100
Apr 28 15:12:16,ram_l,26,98304,49152,100,66,7.69,319438,uniform,random,Mem100
Apr 28 15:16:14,ram_l,28,98304,49152,0,2670,423.08,10843,uniform,random,Mem100
Apr 28 15:19:47,ram_l,28,98304,49152,50,1735,136.57,16142,uniform,random,Mem100
Apr 28 15:20:03,ram_l,28,98304,49152,100,66,6.50,339837,uniform,random,Mem100
Apr 28 15:24:27,ram_l,32,98304,49152,0,2990,17.28,10669,uniform,random,Mem100
Apr 28 15:28:19,ram_l,32,98304,49152,50,2044,3.86,15561,uniform,random,Mem100
Apr 28 15:28:35,ram_l,32,98304,49152,100,66,7.16,379409,uniform,random,Mem100
Apr 28 15:33:08,ram_l,34,98304,49152,0,3185,186.43,10668,uniform,random,Mem100
Apr 28 15:37:07,ram_l,34,98304,49152,50,2171,124.21,15620,uniform,random,Mem100
Apr 28 15:37:24,ram_l,34,98304,49152,100,75,15.07,376307,uniform,random,Mem100
May  1 14:16:07,ram_l,3,63488,31744,0,152,0.05,18736,uniform,random,Mem100
May  1 14:16:39,ram_l,3,63488,31744,50,195,0.12,14775,uniform,random,Mem100
May  1 14:17:07,ram_l,3,63888,31944,0,153,0.08,18694,uniform,random,Mem100
May  1 14:17:40,ram_l,3,63888,31944,50,196,0.82,14745,uniform,random,Mem100
May  1 14:18:09,ram_l,3,64288,32144,0,154,0.05,18563,uniform,random,Mem100
May  1 14:18:41,ram_l,3,64288,32144,50,196,0.14,14769,uniform,random,Mem100
May  1 14:19:11,ram_l,3,64688,32344,0,173,0.14,16623,uniform,random,Mem100
May  1 14:19:43,ram_l,3,64688,32344,50,196,0.17,14711,uniform,random,Mem100
May  1 14:20:13,ram_l,3,65088,32544,0,155,0.05,18348,uniform,random,Mem100
May  1 14:20:46,ram_l,3,65088,32544,50,198,0.12,14622,uniform,random,Mem100
May  1 14:21:15,ram_l,3,65488,32744,0,157,0.14,18239,uniform,random,Mem100
May  1 14:21:49,ram_l,3,65488,32744,50,201,1.04,14302,uniform,random,Mem100
May  1 14:22:19,ram_l,3,65888,32944,0,157,0.12,18163,uniform,random,Mem100
May  1 14:22:52,ram_l,3,65888,32944,50,199,0.57,14462,uniform,random,Mem100
May  1 14:23:22,ram_l,3,66288,33144,0,158,0.09,18092,uniform,random,Mem100
May  1 14:23:56,ram_l,3,66288,33144,50,199,0.09,14467,uniform,random,Mem100
May  1 14:24:26,ram_l,3,66688,33344,0,159,0.12,17918,uniform,random,Mem100
May  1 14:25:00,ram_l,3,66688,33344,50,200,0.08,14412,uniform,random,Mem100
May  1 14:25:31,ram_l,3,67088,33544,0,161,0.12,17832,uniform,random,Mem100
May  1 14:26:05,ram_l,3,67088,33544,50,202,0.50,14313,uniform,random,Mem100
May  1 14:26:36,ram_l,3,67488,33744,0,162,0.21,17684,uniform,random,Mem100
May  1 14:27:10,ram_l,3,67488,33744,50,201,0.62,14307,uniform,random,Mem100
May  1 14:27:41,ram_l,3,67888,33944,0,162,0.17,17713,uniform,random,Mem100
May  1 14:28:15,ram_l,3,67888,33944,50,204,0.09,14141,uniform,random,Mem100
May  1 14:28:47,ram_l,3,68288,34144,0,163,0.09,17563,uniform,random,Mem100
May  1 14:29:21,ram_l,3,68288,34144,50,204,0.36,14161,uniform,random,Mem100
May  1 14:29:53,ram_l,3,68688,34344,0,164,0.09,17464,uniform,random,Mem100
May  1 14:30:28,ram_l,3,68688,34344,50,203,0.09,14228,uniform,random,Mem100
May  1 14:30:59,ram_l,3,69088,34544,0,164,0.12,17449,uniform,random,Mem100
May  1 14:31:35,ram_l,3,69088,34544,50,203,0.17,14173,uniform,random,Mem100
May  1 14:32:06,ram_l,3,69488,34744,0,164,0.12,17375,uniform,random,Mem100
May  1 14:32:42,ram_l,3,69488,34744,50,205,0.05,14101,uniform,random,Mem100
May  1 15:41:30,ram_l,2,63488,31744,0,132,0.00,14368,uniform,random,Mem100
May  1 15:42:01,ram_l,2,63488,31744,50,180,0.05,10650,uniform,random,Mem100
May  1 15:42:30,ram_l,2,63888,31944,0,132,0.00,14268,uniform,random,Mem100
May  1 15:43:01,ram_l,2,63888,31944,50,181,1.05,10608,uniform,random,Mem100
May  1 15:43:29,ram_l,2,64288,32144,0,133,0.00,14240,uniform,random,Mem100
May  1 15:44:00,ram_l,2,64288,32144,50,182,0.20,10562,uniform,random,Mem100
May  1 15:44:29,ram_l,2,64688,32344,0,133,0.00,14196,uniform,random,Mem100
May  1 15:45:01,ram_l,2,122880,61440,50,182,0.05,10566,uniform,random,Mem100
May  1 15:45:29,ram_l,2,65088,32544,0,134,0.15,14159,uniform,random,Mem100
May  1 15:46:01,ram_l,2,65088,32544,50,180,0.70,10633,uniform,random,Mem100
May  1 15:46:30,ram_l,2,65488,32744,0,136,0.45,13969,uniform,random,Mem100
May  1 15:47:02,ram_l,2,65488,32744,50,181,0.70,10584,uniform,random,Mem100
May  1 15:47:31,ram_l,2,65888,32944,0,135,0.45,14023,uniform,random,Mem100
May  1 15:48:04,ram_l,2,65888,32944,50,184,0.10,10438,uniform,random,Mem100
May  1 15:48:33,ram_l,2,66288,33144,0,136,0.20,13897,uniform,random,Mem100
May  1 15:49:05,ram_l,2,66288,33144,50,185,0.10,10399,uniform,random,Mem100
May  1 15:49:35,ram_l,2,66688,33344,0,136,0.00,13944,uniform,random,Mem100
May  1 15:50:08,ram_l,2,66688,33344,50,186,0.05,10357,uniform,random,Mem100
May  1 15:50:37,ram_l,2,67088,33544,0,137,0.05,13853,uniform,random,Mem100
May  1 15:51:10,ram_l,2,67088,33544,50,186,0.20,10309,uniform,random,Mem100
May  1 15:51:40,ram_l,2,67488,33744,0,136,0.45,13882,uniform,random,Mem100
May  1 15:52:13,ram_l,2,67488,33744,50,187,0.10,10251,uniform,random,Mem100
May  1 15:52:43,ram_l,2,67888,33944,0,137,0.40,13818,uniform,random,Mem100
May  1 15:53:17,ram_l,2,67888,33944,50,186,0.70,10348,uniform,random,Mem100
May  1 15:53:48,ram_l,2,68288,34144,0,158,0.00,12094,uniform,random,Mem100
May  1 15:54:21,ram_l,2,68288,34144,50,187,0.65,10277,uniform,random,Mem100
May  1 15:54:52,ram_l,2,68688,34344,0,139,0.40,13647,uniform,random,Mem100
May  1 15:55:26,ram_l,2,68688,34344,50,196,0.75,9792,uniform,random,Mem100
May  1 15:55:56,ram_l,2,69088,34544,0,139,0.40,13658,uniform,random,Mem100
May  1 15:56:31,ram_l,2,69088,34544,50,197,0.75,9749,uniform,random,Mem100
May  1 15:57:02,ram_l,2,69488,34744,0,140,0.15,13511,uniform,random,Mem100
May  1 15:57:36,ram_l,2,69488,34744,50,190,0.05,10107,uniform,random,Mem100
May  1 16:01:45,ram_l,2,10240,5120,0,55,0.00,31585,uniform,random,Mem100
May  1 16:01:57,ram_l,2,10240,5120,50,99,0.10,18712,uniform,random,Mem100
May  1 16:02:12,ram_l,2,20480,10240,0,70,0.05,25575,uniform,random,Mem100
May  1 16:02:26,ram_l,2,20480,10240,50,114,0.05,16488,uniform,random,Mem100
May  1 16:02:43,ram_l,2,30720,15360,0,86,0.05,21260,uniform,random,Mem100
May  1 16:03:00,ram_l,2,30720,15360,50,130,0.10,14584,uniform,random,Mem100
May  1 16:03:19,ram_l,2,40960,20480,0,103,0.05,18129,uniform,random,Mem100
May  1 16:03:40,ram_l,2,40960,20480,50,146,0.15,12976,uniform,random,Mem100
May  1 16:04:03,ram_l,2,51200,25600,0,117,0.15,16060,uniform,random,Mem100
May  1 16:04:28,ram_l,2,51200,25600,50,163,0.10,11748,uniform,random,Mem100
May  1 16:04:55,ram_l,2,61440,30720,0,130,0.10,14497,uniform,random,Mem100
May  1 16:05:25,ram_l,2,61440,30720,50,179,0.15,10715,uniform,random,Mem100
May  1 16:05:57,ram_l,2,71680,35840,0,163,0.10,11734,uniform,random,Mem100
May  1 16:06:32,ram_l,2,71680,35840,50,195,0.15,9894,uniform,random,Mem100
May  1 16:07:09,ram_l,2,81920,40960,0,155,0.05,12256,uniform,random,Mem100
May  1 16:07:50,ram_l,2,81920,40960,50,211,0.10,9152,uniform,random,Mem100
May  1 16:08:32,ram_l,2,92160,46080,0,167,0.00,11439,uniform,random,Mem100
May  1 16:09:20,ram_l,2,92160,46080,50,226,0.20,8566,uniform,random,Mem100
May  1 16:10:07,ram_l,2,102400,51200,0,178,0.05,10771,uniform,random,Mem100
May  1 16:11:02,ram_l,2,102400,51200,50,239,0.15,8098,uniform,random,Mem100
May  1 16:11:56,ram_l,2,112640,56320,0,188,0.00,10231,uniform,random,Mem100
May  1 16:12:59,ram_l,2,112640,56320,50,267,0.15,7294,uniform,random,Mem100
May  1 16:14:01,ram_l,2,122880,61440,0,214,0.05,9016,uniform,random,Mem100
May  1 16:15:11,ram_l,2,122880,61440,50,267,0.20,7273,uniform,random,Mem100
May  1 16:27:21,ram_l,7,256,128,0,44,0.16,135303,uniform,random,Mem100
May  1 16:27:32,ram_l,7,256,128,50,76,0.56,83897,uniform,random,Mem100
May  1 16:27:43,ram_l,9,256,128,0,44,0.11,169609,uniform,random,Mem100
May  1 16:27:54,ram_l,9,256,128,50,82,0.56,98858,uniform,random,Mem100
May  1 16:28:05,ram_l,15,256,128,0,58,0.17,221243,uniform,random,Mem100
May  1 16:28:15,ram_l,15,256,128,50,88,0.55,152015,uniform,random,Mem100
May  1 16:28:26,ram_l,17,256,128,0,65,11.80,229335,uniform,random,Mem100
May  1 16:28:37,ram_l,17,256,128,50,91,3.87,167934,uniform,random,Mem100
May  1 16:28:48,ram_l,31,256,128,0,121,7.95,231581,uniform,random,Mem100
May  1 16:28:59,ram_l,31,256,128,50,119,2.97,234253,uniform,random,Mem100
May  1 16:29:10,ram_l,32,256,128,0,124,0.58,232688,uniform,random,Mem100
May  1 16:29:21,ram_l,32,256,128,50,121,0.90,238784,uniform,random,Mem100
May  1 16:29:32,ram_l,33,256,128,0,129,6.28,232739,uniform,random,Mem100
May  1 16:29:42,ram_l,33,256,128,50,126,6.57,238637,uniform,random,Mem100
May  1 16:29:54,ram_l,7,2048,1024,0,44,0.21,133234,uniform,random,Mem100
May  1 16:30:05,ram_l,7,2048,1024,50,85,0.72,75085,uniform,random,Mem100
May  1 16:30:16,ram_l,9,2048,1024,0,52,0.11,148013,uniform,random,Mem100
May  1 16:30:27,ram_l,9,2048,1024,50,92,0.74,88892,uniform,random,Mem100
May  1 16:30:38,ram_l,15,2048,1024,0,76,0.21,174103,uniform,random,Mem100
May  1 16:30:49,ram_l,15,2048,1024,50,102,0.76,133629,uniform,random,Mem100
May  1 16:31:00,ram_l,17,2048,1024,0,87,17.47,178913,uniform,random,Mem100
May  1 16:31:12,ram_l,17,2048,1024,50,105,3.65,146800,uniform,random,Mem100
May  1 16:31:23,ram_l,31,2048,1024,0,152,11.09,189288,uniform,random,Mem100
May  1 16:31:34,ram_l,31,2048,1024,50,135,3.38,209700,uniform,random,Mem100
May  1 16:31:45,ram_l,32,2048,1024,0,155,0.91,190034,uniform,random,Mem100
May  1 16:31:56,ram_l,32,2048,1024,50,138,0.93,212685,uniform,random,Mem100
May  1 16:32:07,ram_l,33,2048,1024,0,160,4.68,189941,uniform,random,Mem100
May  1 16:32:18,ram_l,33,2048,1024,50,143,4.65,212642,uniform,random,Mem100
May  1 16:32:42,ram_l,7,16384,8192,0,109,0.29,59801,uniform,random,Mem100
May  1 16:32:55,ram_l,7,16384,8192,50,125,0.67,52473,uniform,random,Mem100
May  1 16:33:09,ram_l,9,16384,8192,0,139,0.36,60805,uniform,random,Mem100
May  1 16:33:23,ram_l,9,16384,8192,50,136,0.71,62078,uniform,random,Mem100
May  1 16:33:37,ram_l,15,16384,8192,0,235,0.67,61247,uniform,random,Mem100
May  1 16:33:51,ram_l,15,16384,8192,50,176,0.83,80618,uniform,random,Mem100
May  1 16:34:06,ram_l,17,16384,8192,0,272,44.64,61218,uniform,random,Mem100
May  1 16:34:21,ram_l,17,16384,8192,50,199,9.36,81408,uniform,random,Mem100
May  1 16:34:37,ram_l,31,16384,8192,0,486,30.65,62488,uniform,random,Mem100
May  1 16:34:53,ram_l,31,16384,8192,50,352,10.41,84931,uniform,random,Mem100
May  1 16:35:09,ram_l,32,16384,8192,0,499,1.13,62431,uniform,random,Mem100
May  1 16:35:25,ram_l,32,16384,8192,50,367,1.50,84225,uniform,random,Mem100
May  1 16:35:42,ram_l,33,16384,8192,0,522,20.32,61867,uniform,random,Mem100
May  1 16:35:58,ram_l,33,16384,8192,50,372,16.35,85949,uniform,random,Mem100
May  1 16:36:29,ram_l,7,32768,16384,0,190,0.52,35304,uniform,random,Mem100
May  1 16:36:50,ram_l,7,32768,16384,50,164,0.61,40607,uniform,random,Mem100
May  1 16:37:12,ram_l,9,32768,16384,0,246,0.70,35227,uniform,random,Mem100
May  1 16:37:34,ram_l,9,32768,16384,50,192,0.58,44722,uniform,random,Mem100
May  1 16:37:59,ram_l,15,32768,16384,0,434,1.15,33741,uniform,random,Mem100
May  1 16:38:23,ram_l,15,32768,16384,50,311,1.06,46693,uniform,random,Mem100
May  1 16:38:49,ram_l,17,32768,16384,0,513,81.02,33082,uniform,random,Mem100
May  1 16:39:14,ram_l,17,32768,16384,50,351,18.42,47199,uniform,random,Mem100
May  1 16:39:47,ram_l,31,32768,16384,0,961,63.32,32068,uniform,random,Mem100
May  1 16:40:18,ram_l,31,32768,16384,50,655,19.99,46431,uniform,random,Mem100
May  1 16:40:51,ram_l,32,32768,16384,0,981,1.96,32210,uniform,random,Mem100
May  1 16:41:22,ram_l,32,32768,16384,50,673,1.83,46663,uniform,random,Mem100
May  1 16:41:56,ram_l,33,32768,16384,0,1006,51.95,32444,uniform,random,Mem100
May  1 16:42:27,ram_l,33,32768,16384,50,695,30.17,46671,uniform,random,Mem100
May  1 16:43:35,ram_l,7,65536,32768,0,383,1.06,17901,uniform,random,Mem100
May  1 16:44:33,ram_l,7,65536,32768,50,310,0.65,21989,uniform,random,Mem100
May  1 16:45:40,ram_l,9,65536,32768,0,508,1.42,17393,uniform,random,Mem100
May  1 16:46:47,ram_l,9,65536,32768,50,392,0.96,22452,uniform,random,Mem100
May  1 16:48:12,ram_l,15,65536,32768,0,999,3.73,14849,uniform,random,Mem100
May  1 16:49:31,ram_l,15,65536,32768,50,641,1.41,23049,uniform,random,Mem100
May  1 16:51:02,ram_l,17,65536,32768,0,1207,232.67,14326,uniform,random,Mem100
May  1 16:52:26,ram_l,17,65536,32768,50,742,50.79,22697,uniform,random,Mem100
May  1 16:54:35,ram_l,31,65536,32768,0,2270,167.20,13706,uniform,random,Mem100
May  1 16:56:27,ram_l,31,65536,32768,50,1496,55.82,20584,uniform,random,Mem100
May  1 16:58:39,ram_l,33,73728,36864,0,2326,10.81,13695,uniform,random,Mem100
May  1 17:00:34,ram_l,32,65536,32768,50,1557,3.49,20399,uniform,random,Mem100
May  1 17:02:47,ram_l,33,65536,32768,0,2405,117.44,13688,uniform,random,Mem100
May  1 17:04:44,ram_l,33,65536,32768,50,1602,81.60,20462,uniform,random,Mem100
May  1 17:06:38,ram_l,7,98304,49152,0,577,1.94,11958,uniform,random,Mem100
May  1 17:08:44,ram_l,7,98304,49152,50,455,0.90,15109,uniform,random,Mem100
May  1 17:11:18,ram_l,9,98304,49152,0,787,0.67,11300,uniform,random,Mem100
May  1 17:13:49,ram_l,9,98304,49152,50,578,0.84,15318,uniform,random,Mem100
May  1 17:17:13,ram_l,15,98304,49152,0,1522,5.35,9797,uniform,random,Mem100
May  1 17:20:23,ram_l,15,98304,49152,50,986,1.43,15069,uniform,random,Mem100
May  1 17:23:59,ram_l,17,98304,49152,0,1823,410.48,9591,uniform,random,Mem100
May  1 17:27:20,ram_l,17,98304,49152,50,1135,92.85,14923,uniform,random,Mem100
May  1 17:32:30,ram_l,31,98304,49152,0,3454,270.58,9044,uniform,random,Mem100
May  1 17:36:57,ram_l,31,98304,49152,50,2289,99.91,13504,uniform,random,Mem100
May  1 17:42:14,ram_l,32,98304,49152,0,3548,18.68,8994,uniform,random,Mem100
May  1 17:46:47,ram_l,32,98304,49152,50,2375,4.16,13406,uniform,random,Mem100
May  1 17:52:10,ram_l,33,98304,49152,0,3669,206.29,8996,uniform,random,Mem100
May  1 17:56:46,ram_l,33,98304,49152,50,2444,96.03,13432,uniform,random,Mem100
May  1 20:36:54,ram_l,1,2048,1024,0,34,0.00,24080,uniform,random,Mem100
May  1 20:37:05,ram_l,3,2048,1024,0,37,0.05,67246,uniform,random,Mem100
May  1 20:37:16,ram_l,4,2048,1024,0,38,0.05,86061,uniform,random,Mem100
May  1 20:37:27,ram_l,5,2048,1024,0,40,0.05,104550,uniform,random,Mem100
May  1 20:37:38,ram_l,7,2048,1024,0,45,0.10,133248,uniform,random,Mem100
May  1 20:37:49,ram_l,8,2048,1024,0,49,0.12,139158,uniform,random,Mem100
May  1 20:38:00,ram_l,9,2048,1024,0,52,0.11,148020,uniform,random,Mem100
May  1 20:38:11,ram_l,12,2048,1024,0,64,0.10,161741,uniform,random,Mem100
May  1 20:38:22,ram_l,15,2048,1024,0,76,0.21,174249,uniform,random,Mem100
May  1 20:38:33,ram_l,16,2048,1024,0,80,0.25,178065,uniform,random,Mem100
May  1 20:38:44,ram_l,17,2048,1024,0,86,17.61,180022,uniform,random,Mem100
May  1 20:38:55,ram_l,20,2048,1024,0,105,27.09,181278,uniform,random,Mem100
May  1 20:39:06,ram_l,31,2048,1024,0,152,10.85,189403,uniform,random,Mem100
May  1 20:39:17,ram_l,32,2048,1024,0,155,0.68,190064,uniform,random,Mem100
May  1 20:39:28,ram_l,33,2048,1024,0,161,5.89,190051,uniform,random,Mem100
May  1 20:39:43,ram_l,1,12288,6144,0,52,0.00,16682,uniform,random,Mem100
May  1 20:39:55,ram_l,3,12288,6144,0,61,0.05,43636,uniform,random,Mem100
May  1 20:40:07,ram_l,4,12288,6144,0,65,0.05,54908,uniform,random,Mem100
May  1 20:40:19,ram_l,5,12288,6144,0,68,0.06,66035,uniform,random,Mem100
May  1 20:40:32,ram_l,7,12288,6144,0,74,0.10,85435,uniform,random,Mem100
May  1 20:40:44,ram_l,8,12288,6144,0,83,0.12,87784,uniform,random,Mem100
May  1 20:40:56,ram_l,9,12288,6144,0,93,0.12,88406,uniform,random,Mem100
May  1 20:41:09,ram_l,12,12288,6144,0,126,0.12,88409,uniform,random,Mem100
May  1 20:41:21,ram_l,15,12288,6144,0,156,0.12,90332,uniform,random,Mem100
May  1 20:41:34,ram_l,16,12288,6144,0,168,0.63,89943,uniform,random,Mem100
May  1 20:41:47,ram_l,17,12288,6144,0,180,29.49,90866,uniform,random,Mem100
May  1 20:42:00,ram_l,20,12288,6144,0,217,46.83,91398,uniform,random,Mem100
May  1 20:42:14,ram_l,31,12288,6144,0,329,19.60,91117,uniform,random,Mem100
May  1 20:42:28,ram_l,32,12288,6144,0,335,0.60,92105,uniform,random,Mem100
May  1 20:42:42,ram_l,33,12288,6144,0,352,18.74,90637,uniform,random,Mem100
May  1 20:42:58,ram_l,1,22528,11264,0,65,0.00,13667,uniform,random,Mem100
May  1 20:43:13,ram_l,3,22528,11264,0,80,0.05,34143,uniform,random,Mem100
May  1 20:43:27,ram_l,4,22528,11264,0,87,0.07,41889,uniform,random,Mem100
May  1 20:43:42,ram_l,5,22528,11264,0,92,0.07,50229,uniform,random,Mem100
May  1 20:43:57,ram_l,7,22528,11264,0,126,0.12,52258,uniform,random,Mem100
